Trial no.	Method 1	Method 2	Method 3	Method 4	Method 5	Method 6	Method 7	Method 8	Real contrib
1		-0.027695	-0.014058	-0.026571	0.005614	-0.010508	-0.008838	0.023340	0.007237	0.975610
2		0.005060	0.004404	0.004280	-0.035316	-0.015482	0.002573	-0.066488	-0.031926	1.073171
3		0.044110	0.008098	0.042750	0.028741	0.035758	0.001722	0.024859	0.013280	0.975610
0		0.047762	0.008656	0.044540	-0.143670	-0.048284	-0.019510	-0.155459	-0.087031	1.200000
1		-0.035069	-0.016270	-0.031170	0.015999	-0.007907	-0.018412	0.010434	-0.004086	1.000000
2		-0.037600	0.011593	-0.036734	0.000350	-0.018444	0.017246	0.015790	0.016523	1.000000
3		0.019194	-0.007138	0.018069	0.195069	0.105364	0.030723	0.200410	0.115000	0.800000
0		0.011546	-0.011688	0.009836	0.000337	0.005087	-0.015736	-0.000119	-0.007929	1.000000
1		-0.007234	0.036102	-0.004628	-0.001926	-0.003277	0.022417	0.000451	0.011437	1.000000
2		-0.022461	-0.026788	-0.021378	-0.003073	-0.012227	-0.026684	-0.000826	-0.013758	1.000000
3		0.018149	0.002374	0.016170	0.004662	0.010417	0.020003	0.000494	0.010251	1.000000
0		0.019581	0.005333	0.020053	-0.003192	0.008412	-0.005899	0.002055	-0.001927	1.000000
1		-0.042939	-0.043550	-0.043185	-0.076741	-0.059990	-0.043771	-0.088740	-0.066229	1.100000
2		0.017976	0.035132	0.018093	0.005595	0.011834	0.034027	0.003068	0.018566	1.000000
3		0.010751	0.008267	0.010398	0.091124	0.050825	0.022244	0.102769	0.062459	0.900000
0		-0.030846	0.001297	-0.028658	0.020811	-0.004006	0.006928	0.053355	0.030088	0.947368
1		-0.021560	-0.025382	-0.020712	0.045358	0.012213	-0.019641	0.047890	0.014047	0.947368
2		0.061953	0.078753	0.063756	-0.015924	0.024050	0.060586	-0.045605	0.007613	1.052632
3		-0.014787	-0.057076	-0.019323	-0.043629	-0.031436	-0.049144	-0.045515	-0.047334	1.052632
0		0.047415	0.049152	0.046396	-0.077638	-0.015759	0.044337	-0.087262	-0.020498	1.128205
1		-0.006836	-0.005848	-0.006654	-0.117586	-0.062244	-0.020528	-0.081590	-0.050611	1.128205
2		-0.013560	-0.013522	-0.014953	-0.028280	-0.021631	-0.005644	0.006477	0.000328	1.025641
3		-0.044396	-0.048732	-0.041092	0.347180	0.153478	-0.029352	0.256086	0.111275	0.717949
0		-0.000971	-0.029127	-0.000694	0.058013	0.028548	-0.024651	0.043339	0.009214	0.952381
1		0.031408	0.030661	0.030923	-0.088774	-0.028698	0.011964	-0.118257	-0.052897	1.142857
2		-0.070597	-0.022208	-0.067835	-0.004548	-0.036312	-0.030412	0.041761	0.005536	0.952381
3		0.033879	0.014542	0.031422	0.053063	0.042202	0.040706	0.056808	0.048726	0.952381
0		-0.000983	-0.004726	0.001630	0.156260	0.076415	0.017917	0.131518	0.074005	0.878049
1		0.019397	-0.030815	0.015159	-0.218308	-0.097754	-0.074908	-0.249264	-0.160993	1.365854
2		0.023535	0.070519	0.025658	0.094855	0.059124	0.075246	0.059239	0.067343	0.975610
3		-0.062256	-0.028906	-0.060434	0.087678	0.011198	0.016875	0.214205	0.114303	0.780488
0		-0.009626	0.054411	-0.007774	0.055599	0.023585	0.067784	0.125149	0.096368	0.888889
1		0.002916	-0.030106	0.001099	0.130937	0.065347	-0.005193	0.106886	0.050653	0.888889
2		-0.005893	-0.025775	-0.006415	-0.081200	-0.043421	-0.041236	-0.091860	-0.066461	1.111111
3		0.011262	0.006331	0.011755	-0.068029	-0.027725	-0.008837	-0.093768	-0.051156	1.111111
0		0.031996	0.013104	0.033121	-0.011740	0.010842	0.000465	-0.016869	-0.008176	1.025641
1		-0.004193	-0.021411	-0.006005	0.081695	0.037549	-0.002250	0.074244	0.035880	0.923077
2		-0.043600	-0.009863	-0.043270	0.028624	-0.007566	0.008177	0.076719	0.042343	0.923077
3		0.010017	0.013675	0.010206	-0.079588	-0.034388	-0.005272	-0.108179	-0.056568	1.128205
0		0.013691	0.033693	0.013978	0.077682	0.045395	0.067664	0.220806	0.143936	0.800000
1		0.045570	-0.005176	0.043202	0.027690	0.035552	-0.008941	0.007172	-0.000916	1.000000
2		-0.010781	-0.011900	-0.009526	-0.048194	-0.028596	-0.018973	-0.083783	-0.051251	1.100000
3		-0.040604	-0.007898	-0.039914	-0.033475	-0.036738	-0.022110	-0.083323	-0.052597	1.100000
0		0.017435	-0.005099	0.014796	0.082877	0.048688	0.013907	0.078177	0.045948	0.923077
1		-0.024079	-0.017164	-0.021090	0.067271	0.022898	-0.006134	0.073712	0.033673	0.923077
2		0.034722	0.018123	0.033108	-0.105890	-0.036089	-0.004741	-0.108476	-0.056458	1.128205
3		-0.032215	0.000101	-0.030754	-0.018654	-0.024730	-0.001780	-0.017376	-0.009555	1.025641
0		0.052221	0.042121	0.051274	0.002433	0.026883	0.037720	0.000967	0.019352	1.000000
1		-0.034116	-0.027719	-0.031158	0.002324	-0.014437	-0.040628	-0.002091	-0.021369	1.000000
2		-0.043605	-0.025767	-0.043456	-0.011083	-0.027289	-0.020341	-0.000144	-0.010247	1.000000
3		0.025501	0.011365	0.023340	0.006326	0.014843	0.023249	0.001268	0.012264	1.000000
0		0.007360	-0.035410	0.004612	0.046861	0.025768	-0.026796	0.041924	0.007459	0.952381
1		0.014835	0.025361	0.019498	0.044398	0.031967	0.005102	0.049361	0.027164	0.952381
2		-0.015865	0.013797	-0.015739	0.009704	-0.002998	0.022269	0.052303	0.037240	0.952381
3		-0.005275	-0.003123	-0.006976	-0.084136	-0.045614	-0.000480	-0.119656	-0.059887	1.142857
0		0.012859	0.034176	0.013481	0.013205	0.013343	0.032947	0.000704	0.016831	1.000000
1		0.050318	0.017111	0.047759	0.005684	0.026781	0.017819	0.000919	0.009372	1.000000
2		-0.012179	-0.010660	-0.010391	0.003712	-0.003360	-0.019558	-0.000320	-0.009942	1.000000
3		-0.050998	-0.040627	-0.050848	-0.022600	-0.036764	-0.031208	-0.001303	-0.016261	1.000000
0		0.018375	-0.030699	0.015280	-0.039253	-0.011899	-0.026556	-0.043797	-0.035172	1.047619
1		-0.010621	0.019892	-0.009019	-0.018882	-0.013935	-0.000772	-0.044284	-0.022515	1.047619
2		-0.005167	-0.010439	-0.005760	0.033095	0.013605	-0.000211	0.046791	0.023276	0.952381
3		-0.003363	0.022327	-0.001127	0.030855	0.014812	0.030272	0.050099	0.040179	0.952381
0		0.047876	0.020503	0.044590	-0.046711	-0.001100	0.029110	-0.041350	-0.005985	1.052632
1		-0.050750	-0.037741	-0.049600	0.030406	-0.009563	-0.030000	0.049934	0.009814	0.947368
2		-0.054180	-0.020571	-0.051930	-0.117294	-0.084640	-0.049681	-0.129723	-0.089549	1.157895
3		0.071746	0.045116	0.071467	0.185462	0.128513	0.065673	0.173881	0.119570	0.842105
0		0.006082	0.039879	0.006503	-0.064735	-0.029798	0.025975	-0.066694	-0.019648	1.116279
1		-0.025912	-0.061274	-0.025285	0.149540	0.063802	-0.042914	0.146161	0.050171	0.837209
2		-0.025547	-0.050576	-0.026686	0.101027	0.038394	-0.024622	0.155475	0.064042	0.837209
3		0.030011	0.040623	0.029977	-0.113715	-0.043245	0.022779	-0.147261	-0.060934	1.209302
0		0.026341	-0.004581	0.026609	0.036382	0.031468	-0.012954	0.023084	0.005044	0.975610
1		-0.039415	-0.016212	-0.039979	-0.003182	-0.021682	0.008399	0.025887	0.017133	0.975610
2		0.040871	0.022840	0.038985	-0.043275	-0.001918	0.012357	-0.066007	-0.026779	1.073171
3		-0.031884	-0.004330	-0.029514	0.014404	-0.007676	-0.009038	0.023637	0.007280	0.975610
0		-0.018755	-0.027903	-0.019158	0.004530	-0.007349	-0.023398	0.000182	-0.011622	1.000000
1		-0.000852	-0.000941	-0.000001	-0.084990	-0.042370	-0.018751	-0.088689	-0.053677	1.100000
2		-0.036916	-0.005151	-0.036592	-0.016969	-0.026809	0.004604	0.002755	0.003681	1.000000
3		0.062898	0.037877	0.061946	0.117698	0.089740	0.043799	0.105134	0.074429	0.900000
0		-0.037195	-0.009562	-0.035368	-0.024988	-0.030184	-0.018229	-0.021797	-0.020012	1.023256
1		-0.028144	-0.024048	-0.029051	-0.023167	-0.026112	-0.009563	-0.021663	-0.015611	1.023256
2		0.033506	0.025289	0.035864	0.075644	0.055733	0.022229	0.071919	0.047064	0.930233
3		0.034879	0.010621	0.031815	-0.020613	0.005630	0.007584	-0.021921	-0.007163	1.023256
0		0.005779	-0.017222	0.005837	0.076495	0.041179	-0.018268	0.071731	0.026658	0.923077
1		0.034891	0.021383	0.031757	-0.006955	0.012394	0.038580	-0.021797	0.008441	1.025641
2		-0.041789	0.003867	-0.040853	-0.036171	-0.038511	0.004824	-0.020846	-0.007990	1.025641
3		0.001698	-0.009751	0.003842	-0.025720	-0.010944	-0.026963	-0.021915	-0.024443	1.025641
0		0.005324	-0.031721	0.002390	0.116971	0.059242	-0.011761	0.086368	0.036940	0.909091
1		-0.014396	0.001250	-0.013007	0.079576	0.032930	0.011854	0.094256	0.052750	0.909091
2		0.008567	0.043740	0.011709	0.085546	0.048345	0.043158	0.102988	0.072852	0.909091
3		0.000361	-0.009478	-0.000781	-0.201494	-0.100369	-0.030893	-0.202579	-0.116102	1.272727
0		0.057887	0.054769	0.057942	0.085630	0.071752	0.069002	0.108566	0.088772	0.900000
1		-0.025365	-0.001081	-0.024215	-0.006280	-0.015270	-0.002942	0.001089	-0.000928	1.000000
2		-0.042101	-0.025926	-0.041562	-0.068809	-0.055152	-0.037614	-0.089775	-0.063678	1.100000
3		0.019577	-0.019692	0.017786	0.004904	0.011360	-0.017785	-0.000046	-0.008921	1.000000
0		-0.023948	-0.014375	-0.022091	0.065334	0.021827	-0.008408	0.096678	0.043693	0.900000
1		-0.014525	-0.033826	-0.012440	0.100716	0.044404	-0.035163	0.086574	0.025194	0.900000
2		0.033877	0.029904	0.030207	-0.115555	-0.043017	0.027549	-0.152526	-0.061731	1.200000
3		-0.006027	0.007496	-0.005170	-0.010779	-0.007987	0.006156	0.018104	0.012080	1.000000
0		-0.027895	-0.014150	-0.027222	-0.006847	-0.017051	-0.007401	-0.000048	-0.003725	1.000000
1		0.025008	0.012518	0.025645	0.003219	0.014450	0.007884	0.000136	0.004010	1.000000
2		0.022251	0.003547	0.020470	0.006724	0.013608	0.012057	0.000097	0.006078	1.000000
3		-0.019364	-0.001915	-0.018893	-0.003096	-0.011007	-0.012541	-0.000185	-0.006363	1.000000
0		0.064578	0.070578	0.067385	0.105555	0.086471	0.057859	0.107538	0.082685	0.900000
1		0.033991	0.002187	0.031466	-0.000112	0.015676	0.012390	0.001499	0.006948	1.000000
2		-0.067317	-0.046040	-0.066327	-0.080434	-0.073381	-0.049135	-0.089882	-0.069497	1.100000
3		-0.018062	-0.015064	-0.019153	-0.006411	-0.012782	-0.010415	0.000587	-0.004917	1.000000
0		-0.003049	-0.012554	-0.005001	0.018835	0.006896	0.008537	0.024935	0.016732	0.975610
1		-0.001180	0.019663	0.002202	0.028096	0.015126	0.000086	0.024215	0.012144	0.975610
2		0.005216	-0.016449	0.002164	0.024374	0.013249	0.006058	0.024722	0.015385	0.975610
3		-0.000897	0.008490	0.000576	-0.064823	-0.032064	-0.013346	-0.067156	-0.040236	1.073171
0		0.017897	-0.027641	0.012116	-0.187463	-0.085999	-0.050166	-0.204144	-0.126661	1.272727
1		-0.015774	-0.010440	-0.014751	0.081683	0.032657	0.010518	0.092828	0.051409	0.909091
2		-0.039918	-0.028106	-0.035934	0.084207	0.023128	-0.018292	0.082850	0.031955	0.909091
3		0.030637	0.077244	0.033723	0.096557	0.064613	0.078006	0.110123	0.093962	0.909091
0		-0.005662	0.002219	-0.004800	0.058562	0.026815	0.012030	0.077924	0.044951	0.923077
1		-0.009857	0.024999	-0.008655	-0.011909	-0.010279	0.015014	-0.023448	-0.004202	1.025641
2		-0.016872	-0.030292	-0.016809	-0.019897	-0.018350	-0.027802	-0.023564	-0.025685	1.025641
3		0.031825	0.003295	0.029784	-0.020899	0.004496	0.001961	-0.023119	-0.010569	1.025641
0		0.053697	0.051221	0.053649	0.258884	0.155139	0.083078	0.295239	0.188448	0.736842
1		0.015550	0.013879	0.015140	-0.027153	-0.005774	0.009607	-0.034098	-0.012100	1.052632
2		-0.016746	-0.018401	-0.016639	-0.117178	-0.066356	-0.036545	-0.124722	-0.080338	1.157895
3		-0.034718	-0.029492	-0.034392	-0.025169	-0.029831	-0.027561	-0.035375	-0.031442	1.052632
0		0.020654	-0.033440	0.016165	-0.040146	-0.011912	-0.027918	-0.037922	-0.032904	1.047619
1		0.009010	-0.004146	0.012217	0.051761	0.031934	-0.007295	0.047085	0.019811	0.952381
2		0.004896	0.052968	0.006818	0.062381	0.034522	0.062246	0.153492	0.107729	0.857143
3		-0.030113	-0.005617	-0.030112	-0.053119	-0.041584	-0.015014	-0.119595	-0.067143	1.142857
0		-0.017820	-0.034727	-0.019667	0.219443	0.097895	0.014230	0.286206	0.148623	0.717949
1		0.049522	0.031064	0.050931	-0.083579	-0.015203	0.007348	-0.092596	-0.042038	1.128205
2		0.004147	-0.009381	0.002227	-0.052644	-0.024751	-0.016445	-0.089838	-0.052711	1.128205
3		-0.046562	0.000458	-0.044706	-0.003765	-0.024577	0.000046	0.000333	0.000188	1.025641
0		-0.005159	-0.010532	-0.007693	-0.016759	-0.012217	0.007666	-0.021797	-0.007043	1.025641
1		-0.032746	-0.031359	-0.032416	0.063867	0.015632	-0.021662	0.072790	0.025490	0.923077
2		0.031277	0.028557	0.032010	-0.021209	0.005453	0.014185	-0.021964	-0.003861	1.025641
3		0.003354	0.010198	0.004857	-0.019512	-0.007304	-0.002355	-0.021750	-0.012037	1.025641
0		-0.014012	-0.007828	-0.013059	-0.020261	-0.016655	-0.009418	-0.022854	-0.016131	1.025641
1		-0.020091	-0.044403	-0.021984	-0.022439	-0.022211	-0.042936	-0.024689	-0.033820	1.025641
2		0.032397	0.034556	0.031896	-0.011406	0.010274	0.030082	-0.023452	0.003336	1.025641
3		0.001895	0.019640	0.003496	0.060118	0.031770	0.024746	0.078884	0.051794	0.923077
0		0.016307	0.010261	0.017633	-0.170791	-0.075100	-0.035154	-0.187160	-0.110721	1.244444
1		0.024273	0.017884	0.023543	0.129895	0.075884	0.036943	0.117142	0.076813	0.888889
2		-0.004948	-0.032500	-0.006463	0.050610	0.021625	-0.013222	0.028018	0.007279	0.977778
3		-0.041660	0.003500	-0.041120	0.053541	0.005467	0.026817	0.114063	0.070190	0.888889
0		-0.017460	-0.008603	-0.016675	0.033055	0.008000	0.007270	0.052863	0.030054	0.947368
1		-0.000337	0.000374	0.000684	-0.021058	-0.010104	-0.017735	-0.048938	-0.033328	1.052632
2		-0.004442	0.027072	-0.003739	0.029637	0.012822	0.036150	0.055687	0.045913	0.947368
3		0.020049	-0.016997	0.017688	-0.035364	-0.008635	-0.021343	-0.048757	-0.035042	1.052632
0		0.034921	0.020311	0.034908	-0.044377	-0.004712	0.002426	-0.046576	-0.022034	1.052632
1		-0.006003	0.015702	-0.004350	0.032292	0.013961	0.017026	0.055756	0.036359	0.947368
2		-0.028679	-0.002490	-0.028444	-0.035768	-0.032104	0.007837	-0.046827	-0.019450	1.052632
3		-0.000933	-0.035502	-0.002832	0.056758	0.026946	-0.028430	0.048026	0.009734	0.947368
0		-0.031139	-0.068002	-0.032537	0.081780	0.024663	-0.054652	0.065544	0.005286	0.923077
1		0.055068	0.034846	0.054441	-0.023722	0.015331	0.023090	-0.019732	0.001736	1.025641
2		-0.029918	0.004406	-0.029583	-0.028520	-0.029051	0.013621	-0.019457	-0.002874	1.025641
3		0.002875	0.021950	0.004425	-0.021359	-0.008476	0.012477	-0.019801	-0.003619	1.025641
0		0.008936	0.030627	0.008565	0.118413	0.063145	0.058876	0.174091	0.116304	0.837209
1		-0.032572	-0.030567	-0.026269	-0.010415	-0.018392	-0.054548	-0.020873	-0.037763	1.023256
2		0.015905	0.002203	0.012316	-0.003034	0.004689	0.012746	-0.014052	-0.000611	1.023256
3		0.008577	0.003031	0.006367	-0.076482	-0.034798	-0.005838	-0.098554	-0.052052	1.116279
0		-0.003942	0.019287	-0.003685	-0.079126	-0.041859	-0.007980	-0.180464	-0.093595	1.238095
1		-0.026715	-0.040692	-0.027239	0.006915	-0.009957	-0.029554	0.045510	0.007705	0.952381
2		0.006531	0.016861	0.007369	0.078753	0.043490	0.033861	0.147070	0.090053	0.857143
3		0.025962	0.000444	0.025398	0.025071	0.025233	0.009454	0.056730	0.032920	0.952381
0		-0.018054	-0.005220	-0.018332	-0.003868	-0.011113	0.002001	0.000152	0.001077	1.000000
1		0.012398	0.020495	0.013434	0.006176	0.009811	0.011414	0.000130	0.005772	1.000000
2		0.036895	0.019475	0.037047	0.003603	0.020355	0.007360	0.000160	0.003760	1.000000
3		-0.031238	-0.034750	-0.032149	-0.005911	-0.019053	-0.020775	-0.000442	-0.010609	1.000000
0		0.005651	-0.021572	0.003315	-0.055308	-0.026079	-0.018060	-0.043689	-0.030836	1.052632
1		-0.014377	0.016157	-0.011986	-0.044042	-0.028059	-0.000256	-0.044238	-0.022181	1.052632
2		-0.021776	-0.003390	-0.021025	-0.042650	-0.031868	-0.001134	-0.044222	-0.022613	1.052632
3		0.038128	0.011006	0.037119	0.177500	0.107506	0.024312	0.165186	0.094536	0.842105
0		-0.012045	0.041421	-0.011355	0.027610	0.007954	0.057134	0.080240	0.068645	0.930233
1		-0.005213	-0.022709	-0.006762	-0.158228	-0.081821	-0.045727	-0.167081	-0.106185	1.209302
2		0.018153	0.012147	0.020948	0.093643	0.056972	0.008376	0.070217	0.039185	0.930233
3		0.000669	-0.024046	-0.000803	0.084443	0.041441	-0.006064	0.066748	0.030211	0.930233
0		-0.033303	-0.018675	-0.033339	0.010752	-0.011600	-0.001290	0.049080	0.023791	0.952381
1		-0.017812	-0.028931	-0.018597	0.054962	0.017672	-0.018817	0.045238	0.013077	0.952381
2		0.067736	0.044945	0.067128	-0.100358	-0.015452	0.024804	-0.117701	-0.046153	1.142857
3		-0.030168	-0.006327	-0.028618	0.054716	0.012471	-0.009658	0.046923	0.018515	0.952381
0		-0.030681	-0.025787	-0.030007	0.036014	0.002947	-0.011119	0.049496	0.019159	0.947368
1		-0.039958	-0.047613	-0.039257	-0.046741	-0.042992	-0.052600	-0.048281	-0.050442	1.052632
2		0.067040	0.040453	0.063526	0.059276	0.061404	0.054715	0.057604	0.056158	0.947368
3		0.007235	0.034413	0.009091	-0.039020	-0.014924	0.013363	-0.048110	-0.017343	1.052632
0		0.004673	0.011436	0.004892	0.039630	0.022240	0.019589	0.054655	0.037094	0.947368
1		-0.045787	-0.032731	-0.043949	-0.118362	-0.081112	-0.055159	-0.133592	-0.094313	1.157895
2		0.019221	-0.019857	0.016534	0.058045	0.037265	-0.010932	0.049410	0.019191	0.947368
3		0.032068	0.048426	0.032290	0.046989	0.039631	0.058760	0.059215	0.058987	0.947368
0		0.042541	0.036794	0.041149	0.000945	0.021139	0.033914	-0.023731	0.005110	1.025641
1		-0.011471	-0.022268	-0.007974	-0.016017	-0.011977	-0.043726	-0.025082	-0.034410	1.025641
2		-0.020736	-0.035741	-0.022596	-0.015486	-0.019057	-0.026516	-0.023820	-0.025168	1.025641
3		-0.011482	0.023573	-0.011755	0.033952	0.010994	0.040364	0.080704	0.060521	0.923077
0		0.078007	0.030151	0.074665	-0.048200	0.014109	0.013698	-0.071246	-0.028688	1.081081
1		-0.082012	-0.056886	-0.081134	-0.051548	-0.066553	-0.054758	-0.069850	-0.062289	1.081081
2		-0.001340	0.004201	0.001339	0.049154	0.024905	-0.004595	0.028204	0.011771	0.972973
3		0.006514	0.028693	0.006581	0.069387	0.037536	0.056495	0.144641	0.100479	0.864865
0		-0.012448	0.020446	-0.011243	-0.005072	-0.008160	0.017525	0.000806	0.009168	1.000000
1		0.008509	0.033410	0.010130	0.005971	0.008052	0.030499	0.000577	0.015542	1.000000
2		-0.012662	-0.035520	-0.014595	-0.002094	-0.008349	-0.023860	-0.000671	-0.012269	1.000000
3		0.016600	-0.018336	0.015708	0.001196	0.008457	-0.024164	-0.000712	-0.012442	1.000000
0		0.037128	-0.004044	0.032959	-0.072739	-0.019367	-0.011172	-0.086377	-0.048681	1.100000
1		-0.038165	0.004413	-0.038249	-0.012397	-0.025451	0.019063	0.006189	0.012642	1.000000
2		0.031245	0.028719	0.033869	0.026791	0.030365	0.009045	0.005645	0.007349	1.000000
3		-0.037690	-0.031870	-0.035417	0.072910	0.018211	-0.017577	0.092423	0.037286	0.900000
0		0.006376	0.032548	0.008584	0.086564	0.047627	0.038731	0.104696	0.071681	0.900000
1		-0.011659	0.002942	-0.011841	-0.011440	-0.011640	0.007023	0.002347	0.004687	1.000000
2		0.032058	-0.015231	0.029925	-0.002715	0.013583	-0.006926	0.001474	-0.002730	1.000000
3		-0.023760	-0.015459	-0.023463	-0.057957	-0.040734	-0.031777	-0.089134	-0.060427	1.100000
0		0.007027	0.035053	0.008729	0.057921	0.033085	0.046441	0.077464	0.061904	0.930233
1		-0.010633	-0.002027	-0.010866	0.056885	0.022679	0.016744	0.071633	0.044102	0.930233
2		-0.009441	-0.041699	-0.013558	-0.156781	-0.084471	-0.052807	-0.167884	-0.110165	1.209302
3		0.015879	0.021183	0.019762	0.089010	0.054048	0.005464	0.069152	0.037209	0.930233
0		-0.027905	0.004085	-0.027415	0.034878	0.003497	0.021342	0.077135	0.049074	0.930233
1		0.007418	-0.023160	0.004915	-0.007932	-0.001461	-0.022695	-0.011112	-0.016938	1.023256
2		0.023058	0.027112	0.026858	0.174029	0.099891	0.031507	0.163684	0.097205	0.837209
3		-0.000775	-0.002315	-0.001664	-0.140599	-0.070609	-0.019026	-0.163252	-0.090713	1.209302
0		0.024375	0.019709	0.026538	-0.161885	-0.067404	-0.013855	-0.120624	-0.065875	1.200000
1		0.014102	-0.043844	0.012162	0.450261	0.230585	0.010553	0.405407	0.202934	0.600000
2		-0.024423	0.023833	-0.025068	-0.065777	-0.045364	0.022575	-0.122954	-0.048330	1.200000
3		-0.008403	-0.025944	-0.009062	0.003038	-0.003029	-0.016795	0.049049	0.015286	1.000000
0		0.025348	-0.005270	0.026571	0.208487	0.116184	0.012467	0.175153	0.093106	0.818182
1		-0.026591	0.002968	-0.023900	0.063496	0.019152	0.019533	0.099559	0.059200	0.909091
2		-0.023951	0.019669	-0.022708	0.014404	-0.004426	0.025412	0.021453	0.023449	1.000000
3		0.021517	-0.014187	0.017832	-0.190699	-0.084892	-0.041933	-0.200568	-0.120564	1.272727
0		-0.048967	-0.052404	-0.045746	-0.044651	-0.045200	-0.072124	-0.050675	-0.061406	1.052632
1		0.027414	0.023910	0.025951	0.050360	0.038121	0.037135	0.055423	0.046274	0.947368
2		0.001590	0.031184	0.001324	0.027314	0.014282	0.035278	0.055218	0.045242	0.947368
3		0.022864	0.002820	0.021198	-0.025255	-0.001963	0.006952	-0.048902	-0.020959	1.052632
0		-0.051418	-0.009149	-0.050264	-0.020216	-0.035282	-0.017362	-0.000482	-0.008923	1.000000
1		0.035305	0.016217	0.032876	0.008230	0.020588	0.021155	0.000196	0.010676	1.000000
2		0.008847	0.010323	0.011071	0.006355	0.008720	0.000837	0.000214	0.000526	1.000000
3		0.007266	-0.017391	0.006318	0.005630	0.005975	-0.004630	0.000072	-0.002279	1.000000
0		0.013025	-0.015209	0.010492	0.145771	0.077921	0.007725	0.141787	0.074519	0.857143
1		-0.005192	-0.035207	-0.007593	-0.119535	-0.063390	-0.041002	-0.118789	-0.079758	1.142857
2		-0.001681	0.014729	0.000243	-0.023649	-0.011666	0.009359	-0.037012	-0.013745	1.047619
3		-0.003642	0.039735	-0.000599	0.038261	0.018770	0.031955	0.055652	0.043762	0.952381
0		-0.013103	-0.038546	-0.013898	0.093081	0.039779	-0.026389	0.089848	0.031563	0.900000
1		0.026368	0.002946	0.025725	-0.006962	0.009324	0.001857	0.005887	0.003866	1.000000
2		0.010992	0.025092	0.011165	-0.002292	0.004413	0.030216	0.007516	0.018899	1.000000
3		-0.023244	0.006049	-0.022165	-0.067744	-0.045034	-0.007566	-0.085696	-0.046519	1.100000
0		-0.030537	0.030923	-0.025646	0.039736	0.006834	0.024115	0.080837	0.052416	0.923077
1		-0.025190	-0.068276	-0.030435	-0.102119	-0.066046	-0.061545	-0.109120	-0.085283	1.128205
2		0.053923	0.059087	0.055953	0.002989	0.029642	0.048234	-0.020904	0.013737	1.025641
3		0.001410	-0.013127	0.000675	0.081755	0.040953	-0.002486	0.075759	0.036554	0.923077
0		-0.024676	0.014673	-0.024802	-0.024946	-0.024874	0.010762	-0.022608	-0.005905	1.025641
1		0.028606	0.033931	0.031272	-0.020100	0.005585	0.015045	-0.022881	-0.003898	1.025641
2		0.004208	-0.022322	0.001641	-0.025076	-0.011718	-0.022905	-0.022797	-0.022851	1.025641
3		-0.009043	-0.029203	-0.009013	0.077913	0.034452	-0.003224	0.075874	0.036282	0.923077
0		-0.012133	-0.007641	-0.011715	-0.000724	-0.006227	-0.012327	0.001299	-0.005521	1.000000
1		0.018166	0.026458	0.018610	0.081436	0.049983	0.033819	0.104170	0.068958	0.900000
2		-0.043539	-0.062786	-0.044103	-0.088578	-0.066312	-0.068453	-0.088310	-0.078371	1.100000
3		0.043676	0.052893	0.043479	0.024868	0.034186	0.057189	0.002089	0.029668	1.000000
0		0.003035	-0.020059	0.004427	0.002009	0.003219	-0.026096	0.000623	-0.012762	1.000000
1		-0.014271	0.008131	-0.015292	-0.051705	-0.033480	0.005300	-0.087512	-0.041019	1.100000
2		0.009416	-0.028924	0.006752	0.002323	0.004540	-0.016833	0.001815	-0.007526	1.000000
3		0.003607	0.044488	0.006270	0.058381	0.032300	0.041221	0.104250	0.072677	0.900000
0		0.034054	0.029481	0.033740	-0.038346	-0.002206	0.016697	-0.065794	-0.024495	1.073171
1		-0.055037	-0.006490	-0.053914	-0.017608	-0.035810	-0.000707	0.025018	0.012139	0.975610
2		0.018334	0.002757	0.017725	0.029228	0.023461	0.003483	0.025404	0.014429	0.975610
3		-0.000757	-0.028696	-0.000924	0.030559	0.014775	-0.021143	0.021952	0.000377	0.975610
0		0.012615	0.003518	0.012874	-0.104863	-0.045705	-0.018980	-0.108780	-0.063757	1.128205
1		-0.031559	-0.003876	-0.031172	-0.018087	-0.024662	-0.004674	-0.017987	-0.011312	1.025641
2		0.072053	0.052105	0.070239	0.091347	0.080741	0.064538	0.087174	0.075825	0.923077
3		-0.052406	-0.052099	-0.051338	0.056916	0.002522	-0.036148	0.065764	0.014669	0.923077
0		-0.012791	0.015137	-0.011980	-0.015138	-0.013557	0.014190	-0.022696	-0.004233	1.025641
1		0.018966	-0.025389	0.018551	-0.022728	-0.002064	-0.036857	-0.023538	-0.030205	1.025641
2		-0.031260	0.016778	-0.029683	-0.025603	-0.027646	0.017782	-0.022917	-0.002546	1.025641
3		0.027872	-0.007252	0.025680	0.070521	0.048074	0.005428	0.076834	0.041093	0.923077
0		0.007065	0.009191	0.008668	-0.021797	-0.006554	-0.004787	-0.022371	-0.013569	1.025641
1		0.019553	0.001173	0.017963	-0.023648	-0.002828	0.000228	-0.022497	-0.011121	1.025641
2		-0.023501	0.002481	-0.023688	-0.023029	-0.023359	0.011804	-0.022701	-0.005428	1.025641
3		-0.003463	-0.014272	-0.003270	0.076082	0.036378	-0.008051	0.075076	0.033464	0.923077
0		0.013096	0.013291	0.013160	0.067568	0.040292	0.016434	0.078091	0.047234	0.923077
1		0.055320	0.042972	0.055275	-0.019825	0.017825	0.028006	-0.023206	0.002423	1.025641
2		-0.061447	-0.062959	-0.061443	-0.030821	-0.046173	-0.044559	-0.024554	-0.034566	1.025641
